python clean_data.pyShipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost
SH650076,O944294,4/14/2024,8/1/2025,Mumbai,Los Angeles,Delivered,,498.89
SH182574,O433540,9/17/2024,9/27/2024,Mumbai,Sydney,In Transit,401.54,134.93
SH481443,O808134,12/11/2023,6/24/2025,London,Sydney,delivered,281.23,1257.39
SH963071,O625703,1/25/2025,3/3/2024,Berlin,Toronto,Returned,202.94,553.18
SH159591,O602260,7/20/2025,11/16/2024,London,Dubai,Delivered,200.95,1617.19
SH179183,O329779,1/28/2024,9/1/2024,Cairo,Paris,In Transit,60.1,1591.06
SH762700,O335999,3/11/2024,6/23/2024,London,Toronto,Returned,340.65,38.78
SH126631,O130603,6/5/2025,2/1/2024,Berlin,Toronto,Returned,105.76,62.51
SH354964,O975242,1/15/2024,7/1/2025,Cairo,Los Angeles,In Transit,1.63,752.31
SH590109,O595304,10/4/2025,10/11/2025,London,Sydney,Delivered,224.67,1715.31
SH150873,O235929,8/5/2024,9/19/2024,New York,Toronto,Delayed,148.65,
SH387495,O626787,1/27/2024,1/26/2025,Mumbai,Sydney,Delayed,293.86,1884.36
SH405961,O813503,12/5/2023,6/24/2024,Mumbai,Toronto,delivered,451,163.81
SH926847,O173663,11/3/2024,7/16/2024,London,Sydney,Delayed,249.5,487.82
SH165375,O140716,12/22/2024,4/12/2024,New York,Toronto,In Transit,291.41,1951.03
SH836701,O366967,8/31/2024,12/29/2023,London,Paris,delivered,26.05,1120.53
SH498232,O985224,2/18/2024,10/20/2025,Berlin,Dubai,In Transit,134.55,1082.21
SH867641,O225605,8/13/2024,3/13/2025,Mumbai,Paris,Delivered,100.64,1920.27
SH897762,O660414,12/24/2023,5/2/2024,Berlin,Paris,Delayed,209.54,287.67
SH810452,O573523,11/24/2023,2/7/2025,Cairo,Sydney,In Transit,234.73,1218.08
SH312022,O264387,12/19/2023,1/17/2025,Mumbai,Paris,Returned,454.44,247.81
SH378550,O268576,10/2/2025,6/22/2024,Mumbai,Toronto,delivered,403.04,1898.06
SH365506,O478147,11/18/2023,6/20/2024,London,Los Angeles,In Transit,96.81,736.62
SH572418,O161260,1/24/2025,2/10/2025,London,Los Angeles,Returned,463.19,1288.9
SH755936,O392091,4/18/2025,5/2/2025,New York,Los Angeles,Returned,110.81,1640.97
SH742056,O153760,7/24/2024,7/29/2024,London,Toronto,Returned,89.24,518.62
SH579056,O502939,4/24/2025,6/23/2024,Cairo,Sydney,In Transit,361.89,1338.49
SH555397,O646422,5/3/2025,10/20/2024,Mumbai,Toronto,Delayed,298.79,1282.91
SH595790,O145035,11/26/2024,3/16/2025,London,Sydney,delivered,4.72,567.09
SH647735,O959319,5/21/2025,8/30/2024,Mumbai,Paris,Returned,425.87,1918.8
SH391124,O973490,3/28/2024,4/30/2025,Mumbai,Sydney,Returned,209.68,320.7
SH881189,O104425,7/17/2025,8/2/2025,Berlin,Los Angeles,Returned,434.22,1209.25
SH561392,O951431,11/22/2023,4/17/2025,Cairo,Dubai,Delivered,416.56,189.94
SH107001,O802664,9/23/2024,3/13/2024,New York,Paris,In Transit,,1281
SH655529,O407883,9/13/2025,9/24/2025,Cairo,Sydney,Returned,237.86,1689.23
SH330880,O157437,6/18/2025,5/3/2025,New York,Dubai,In Transit,49.62,1457.65
SH433854,O238730,10/5/2025,12/29/2023,Cairo,Dubai,Delivered,472.69,1489.37
SH602888,O199871,10/28/2023,7/5/2025,Berlin,Toronto,In Transit,189.69,903.93
SH996395,O646090,6/15/2024,3/17/2025,Berlin,Paris,Delayed,,778.39
SH820874,O188489,4/26/2024,5/12/2024,London,Sydney,delivered,486.85,1802.3
SH664906,O813605,10/2/2024,10/20/2024,Mumbai,Toronto,Delayed,141.11,1866.07
SH772641,O657642,7/10/2024,9/3/2024,Berlin,Sydney,Returned,161.02,1146.11
SH148320,O307167,10/31/2023,7/14/2025,London,Los Angeles,In Transit,381.06,846.3
SH277551,O737514,12/24/2024,12/25/2024,London,Sydney,In Transit,371.43,1536.5
SH631607,O247687,7/5/2024,2/4/2024,New York,Los Angeles,Returned,,1271
SH544268,O764938,1/27/2025,5/1/2024,Cairo,Paris,Delayed,32.02,1213.48
SH339162,O175313,5/10/2025,5/26/2025,Berlin,Paris,delivered,422.75,1159.96
